cell	cell_x	cell_y	cell_n_transcripts	cell_density	cell_elongation	cell_area	cell_avg_confidence	cell_Celltype	Area_Cluster
7044	3424.23529411765	8260.82352941176	17	0.01964	7.17	865.5	0.9518	B (Plasma)	4
7045	4002.40625	1064.25	32	0.01741	1.867	1838	1	Endothelial	4
7046	3970.56097560976	5405.48780487805	41	0.01654	5.512	2479	0.9993	Stromal	3
7047	3499.28571428571	1283.71428571429	42	0.01359	2.031	3090	0.8994	Stromal	2
7048	4441.08695652174	5445.34782608696	23	0.02134	1.842	1078	0.9265	Macrophage + DC	3
705	3169.5652173913	1526.75362318841	69	0.01003	1.648	6882	1	Stem + TA	2
7050	3802.93939393939	6521.27272727273	33	0.03036	17.29	1087	0.9983	Stromal	3
7051	2917.44444444444	8493.94444444445	18	0.007423	2.061	2425	0.9062	Endothelial	3
7052	2035.38095238095	6916.35714285714	42	0.01147	2.007	3662	0.9981	Paneth	2
7053	4739.72727272727	4591.5	22	0.01275	2.414	1726	0.9013	T (CD4+)	3
7054	2507.77777777778	4246.83333333333	18	0.01782	6.163	1010	0.9939	Stem + TA	2
7055	3117.63636363636	3613	22	0.03877	3.304	567.5	1	Stem + TA	2
7056	3453.83333333333	626.433333333333	30	0.01682	2.934	1784	1	B (Plasma)	2
7057	4208.37142857143	192.828571428571	35	0.01136	6.217	3082	1	Enterocyte (Bottom Villus)	4
7058	2386.70833333333	2540.16666666667	24	0.009885	1.88	2428	0.8889	Macrophage + DC	3
7059	4125.27272727273	941.772727272727	22	0.01793	2.708	1227	0.9966	Enterocyte (Mid Villus)	4
7060	3754.0987654321	1745.67901234568	81	0.0158	2.417	5128	1	Enterocyte (Bottom Villus)	2
7062	3388.83098591549	3845.02816901408	142	0.01755	2.014	8090	0.9815	Stem + TA	2
7063	4814.35714285714	3175.34285714286	70	0.01473	3.927	4751	0.9847	Enterocyte (Mid Villus)	4
7064	4844.60606060606	4487.93939393939	33	0.01809	1.918	1824	0.9911	Endothelial	3
7065	2467.47222222222	7012.72222222222	36	0.01561	1.868	2306	0.9807	Macrophage + DC	3
7066	2423.61904761905	7042.85714285714	21	0.01315	2.15	1597	0.9578	B (Follicular, Circulating)	3
7067	4512.29787234043	5324.46808510638	47	0.02119	4.13	2218	0.9709	B (Plasma)	3
7068	3873.53521126761	917.549295774648	71	0.01326	2.845	5356	0.988	Stromal	2
7069	2577.53333333333	3630.4	15	0.01089	5.8	1378	0.7958	Stem + TA	2
707	3448.57831325301	1199.90361445783	83	0.01676	3.796	4952	1	Stem + TA	2
7070	2521.83333333333	3650.26666666667	30	0.009954	3.518	3014	0.8219	Paneth	2
7072	3123.39285714286	5119.35714285714	28	0.01637	1.116	1710	1	Enterocyte (Bottom Villus)	2
7073	2301.9	6324.53333333333	30	0.006275	3.281	4781	0.9735	Stem + TA	2
7075	4302.78947368421	6380.36842105263	19	0.02224	3.956	854.5	1	Macrophage + DC	3
7076	3756.18867924528	8680.81132075472	53	0.01372	1.508	3862	0.9651	B (Plasma)	3
7077	4412.32258064516	1375.83870967742	31	0.01745	9.368	1776	0.9274	Endothelial	3
7078	4840.27027027027	4231.62162162162	37	0.02851	2.341	1298	0.9783	Stromal	3
7079	4042.60606060606	228.878787878788	33	0.02048	1.794	1611	0.9991	Goblet	2
708	4289.62790697674	329.651162790698	43	0.009764	3.738	4404	0.9729	Enterocyte (Mid Villus)	4
7080	3740.7	815.9	70	0.01225	2.453	5714	0.9641	Stem + TA	2
7081	2641.73333333333	3698.53333333333	15	0.01595	2.724	940.5	0.9039	Stromal	2
7082	3511.54545454545	5850.36363636364	11	0.007275	6.074	1512	1	Enterocyte (Mid Villus)	4
7086	1871.22222222222	9188.16666666667	18	0.02387	1.788	754	1	Stem + TA	2
7087	4235.40740740741	7287.14814814815	27	0.01909	1.387	1414	1	Enterocyte (Mid Villus)	4
7088	3023.91379310345	9146.12068965517	58	0.01013	2.233	5723	0.9993	Enterocyte (Mid Villus)	4
7089	2857.67741935484	1141.22580645161	124	0.01805	1.168	6868	0.9737	Stromal	2
709	2787.75862068966	1878.8275862069	29	0.01152	3.406	2518	0.9596	Telocyte	2
7090	3828.5625	478.8125	16	0.0119	2.257	1344	0.95	Enterocyte (Mid Villus)	4
7091	3633.9	545.75	20	0.01039	3.184	1925	0.98	Stem + TA	2
7092	4053.90909090909	559.181818181818	11	0.02842	1.419	387	0.8957	Macrophage + DC	4
7093	2349.84848484848	5952.69696969697	33	0.01599	5.093	2064	0.9942	Stem + TA	2
7095	4547.17391304348	4015.08695652174	23	0.01907	2.437	1206	0.9264	Stromal	3
7096	2403.46774193548	6382.37096774194	62	0.02215	4.392	2799	1	Stem + TA	2
7099	2033.42857142857	8580.07142857143	14	0.008348	3.154	1677	0.9873	Stem + TA	2
71	2782.75449101796	156.089820359281	167	0.02057	5.291	8118	0.9699	Stromal	1
710	4090.68852459016	613.016393442623	61	0.01986	3.681	3072	0.9384	Stromal	2
7101	3820.8275862069	9375.72413793103	29	0.01169	6.74	2480	0.9802	Enterocyte (Mid Villus)	4
7102	4663.64285714286	7518.78571428571	14	0.01586	3.266	882.5	0.9967	Stromal	3
7103	3373.53846153846	5255.30769230769	13	0.04312	4.888	301.5	1	Enterocyte (Bottom Villus)	2
7104	3113.18888888889	6430.47777777778	90	0.0166	5.093	5422	0.9922	Enterocyte (Bottom Villus)	4
7105	3085.34693877551	959.632653061224	49	0.01206	6.497	4064	0.9712	Paneth	2
7106	3685.3	1030.8	10	0.0289	8.358	346	1	Enterocyte (Bottom Villus)	3
7107	2886.725	3431.325	40	0.01104	2.572	3623	0.9878	Stem + TA	2
7108	2196.54	5513.08	50	0.01471	2.237	3400	0.9721	Macrophage + DC	2
7109	1977.52380952381	6596.66666666667	21	0.02119	11.12	991	0.9932	Stem + TA	2
711	4018.25423728814	655.64406779661	59	0.02339	2.755	2522	1	Enterocyte (Bottom Villus)	2
7110	3751.825	5128.05	40	0.01603	2.285	2496	1	Stromal	3
7111	4416.52380952381	5299.47619047619	21	0.01849	8.308	1136	1	Macrophage + DC	3
7112	3044.88888888889	7957	18	0.0274	1.597	657	1	Enterocyte (Mid Villus)	4
7113	4791.86666666667	7865.73333333333	15	0.02324	6.016	645.5	1	Enterocyte (Mid Villus)	4
7114	1446.80392156863	3604.56862745098	51	0.01353	1.494	3769	0.9271	Smooth Muscle	1
7115	2349.03846153846	5526.38461538462	156	0.01856	2.233	8404	0.9982	Stem + TA	2
7116	4751.76923076923	2397.73076923077	26	0.0109	1.397	2386	0.9993	Enterocyte (Mid Villus)	4
7117	1725.875	7054.95	40	0.01738	8.577	2302	0.9615	Stromal	3
7118	3470.33333333333	4122.66666666667	12	0.0185	3.292	648.5	1	Enterocyte (Bottom Villus)	2
7119	2952.18095238095	7779.12380952381	210	0.02966	2.478	7081	0.9991	Enterocyte (Bottom Villus)	4
712	4375.22857142857	288.228571428571	105	0.01646	1.947	6378	0.9872	Enterocyte (Mid Villus)	4
7120	3462.80952380952	2016.19047619048	21	0.008936	2.812	2350	0.7789	Stromal	2
7121	5510.75	1255.53571428571	28	0.01281	4.697	2186	0.984	B (Plasma)	3
7122	4291.796875	5288.578125	64	0.01591	1.767	4023	0.9999	B (Plasma)	3
7123	3937.05660377358	2557.01886792453	53	0.01562	2.518	3393	0.9823	Stromal	3
7124	4165.23853211009	4509.33944954128	109	0.01641	1.737	6642	0.9898	Enterocyte (Mid Villus)	4
7125	3152.65476190476	2579.375	336	0.02894	2.256	11610	1	Stem + TA	2
7126	2584.62666666667	9348.46666666667	75	0.01379	1.664	5437	0.9138	Macrophage + DC	4
7127	5209.72972972973	1182	74	0.0136	1.504	5440	0.9367	Macrophage + DC	3
7128	3957.51941747573	2783.04368932039	206	0.02131	3.302	9666	1	Pericyte	3
7129	5157.35714285714	1772.17857142857	28	0.008469	2.857	3306	0.9749	T (CD4+)	4
713	3961.95	689.45	20	0.02287	2.126	874.5	1	Enterocyte (Bottom Villus)	2
7130	4311.75	5528.15	80	0.02099	1.655	3812	0.999	B (Plasma)	4
7131	2887.7	6090.15	20	0.01521	7.32	1315	1	Enterocyte (Mid Villus)	2
7132	2294.32432432432	2568.45945945946	37	0.01258	3.63	2942	0.9445	Telocyte	3
7134	3863.06060606061	9062.87878787879	33	0.009014	1.746	3661	1	Enterocyte (Mid Villus)	4
7135	3335.33333333333	590.888888888889	27	0.01107	1.85	2438	0.785	Smooth Muscle	2
7136	4309.78571428571	4373.54761904762	42	0.02098	2.526	2002	0.9776	Macrophage + DC	3
7137	2750.61111111111	5316.27777777778	18	0.01653	3.141	1089	0.9998	Goblet	2
7138	2862.60869565217	3350.78260869565	23	0.0165	2.03	1394	1	Stem + TA	2
7139	2701.48979591837	6549.38775510204	98	0.01489	2.3	6582	0.999	Stromal	2
714	1421.18666666667	3246.42666666667	75	0.03191	1.81	2350	0.9812	Smooth Muscle	1
7140	1580.54166666667	7259.75	24	0.02109	15.18	1138	1	Endothelial	3
7141	3121.23232323232	6678.35353535354	99	0.01241	2.134	7976	0.9899	Enterocyte (Mid Villus)	4
7142	3109.69696969697	856.151515151515	66	0.01291	6.573	5112	1	Paneth	2
7143	1091.25	4670.70454545455	44	0.02338	4.796	1882	0.995	Telocyte	1
7145	3806.57142857143	6627.21428571429	14	0.0163	5.547	859	0.7988	Endothelial	4
7146	2163.76923076923	8389.23076923077	13	0.01028	4.895	1264	0.9999	Stem + TA	2
7147	4704.5625	6332.875	16	0.009756	2.079	1640	0.8816	Enterocyte (Mid Villus)	4
7149	2867.0412371134	7714.20618556701	97	0.01191	1.716	8146	0.9907	Enterocyte (Mid Villus)	4
715	3449.4	1220.9	10	0.04219	6.898	237	1	Goblet	2
7150	3907.03846153846	1775.5	26	0.01276	5.182	2038	1	Enterocyte (Mid Villus)	4
7151	3927.76923076923	2373.88461538462	26	0.01743	6.891	1492	0.9378	Pericyte	3
7152	3585.5	6355.16666666667	12	0.02847	4.799	421.5	1	Enterocyte (Mid Villus)	4
7153	4598.3125	351.6875	48	0.008756	1.643	5482	0.913	Enterocyte (Mid Villus)	4
7154	3728.72727272727	8966.12727272727	55	0.0116	4.991	4741	0.9726	Endothelial	3
7155	2076.20689655172	8348.55172413793	29	0.01446	2.82	2006	1	Stem + TA	2
7156	3190.14374225527	9061.12267657993	807	0.05695	3.055	14170	0.9999	Tuft	4
7157	1821.14285714286	2013	14	0.01131	1.253	1238	0.8981	Stromal	3
7158	3553.66666666667	1966.42857142857	21	0.02596	6.504	809	0.9578	T (CD8+)	2
7159	3220.3	2329.66666666667	30	0.007862	1.548	3816	0.7554	Endothelial	3
716	2615.23076923077	2074.46153846154	13	0.01079	3.626	1205	0.9891	Stromal	3
7160	4084.27027027027	2290.18918918919	37	0.008409	2.963	4400	0.9547	T (CD4+)	3
7161	2993.77419354839	4012.25806451613	31	0.01672	3.002	1854	1	Stem + TA	2
7162	4002.96551724138	5189.48275862069	29	0.02098	2.042	1382	0.9919	B (Follicular, Circulating)	3
7163	3323.83333333333	6200.25	24	0.02967	4.148	809	1	Enterocyte (Mid Villus)	4
7164	2711.8125	8434.40625	32	0.01514	1.743	2114	1	T (CD8+)	2
7165	3176.61538461538	8018.84615384615	39	0.01482	6.904	2631	0.9998	Goblet	4
7166	2817.7397260274	2101.15068493151	73	0.03042	1.132	2400	0.9728	Stem + TA	2
7167	4924.02040816327	5281.40816326531	49	0.0185	1.944	2648	0.9857	Macrophage + DC	4
7168	4081.72727272727	159.363636363636	22	0.01182	1.412	1861	0.993	Enterocyte (Mid Villus)	4
717	2825.11111111111	1838.71428571429	63	0.01484	1.85	4246	0.9679	Macrophage + DC	3
7170	2981.73333333333	1740.33333333333	15	0.04934	22.65	304	0.9797	Macrophage + DC	3
7171	3108.84615384615	4338.23076923077	26	0.007701	1.319	3376	0.8726	Stromal	3
7172	3713.18181818182	4676.18181818182	11	0.01475	1.853	746	1	Enterocyte (Bottom Villus)	4
7173	2062.52083333333	7037.22916666667	48	0.009617	1.545	4991	0.9894	Stem + TA	2
7174	2393.73684210526	8714.26315789474	19	0.02044	1.631	929.5	1	Stem + TA	2
7176	4652.84	9293.72	25	0.03582	1.168	698	1	Macrophage + DC	3
7177	2841	6570.09090909091	33	0.01162	1.401	2840	1	Enterocyte (Mid Villus)	4
7178	3447.51162790698	7399.6511627907	43	0.02049	3.324	2099	1	Enterocyte (Mid Villus)	4
7179	3726.28571428571	6827.17142857143	35	0.01819	16.47	1924	1	Enterocyte (Mid Villus)	4
718	1501.75609756098	3235.54268292683	164	0.0206	2.473	7960	0.9752	Smooth Muscle	1
7180	3747.65454545455	8623.27272727273	55	0.01123	1.475	4899	0.9276	B (Plasma)	3
7181	3471.31612903226	4542.27741935484	155	0.01476	1.942	10500	0.9998	Enterocyte (Bottom Villus)	4
7182	1734.85416666667	5436.6875	48	0.01183	3.315	4056	0.8324	Smooth Muscle	1
7184	3077.19230769231	1657.57692307692	26	0.01524	2.37	1706	0.9415	Stromal	2
7185	2310.6	3531.4	15	0.01189	5.384	1262	0.9963	Telocyte	2
7186	3918.88888888889	2603.27777777778	18	0.02426	6.55	742	1	Macrophage + DC	3
7187	3897.5652173913	2666.04347826087	23	0.02981	9.007	771.5	0.9633	Macrophage + DC	3
7188	841.60824742268	6236.73195876289	97	0.02322	6.311	4178	0.9971	Smooth Muscle	1
7189	3747.75	3857.5	16	0.03095	3.087	517	1	Enterocyte (Mid Villus)	4
719	3992.82978723404	717.68085106383	47	0.02585	1.105	1818	1	Enterocyte (Bottom Villus)	2
7190	3543.73333333333	5967.86666666667	30	0.01277	1.684	2350	0.9997	Enterocyte (Mid Villus)	4
7191	3749.81818181818	6128.18181818182	11	0.02767	1.277	397.5	1	Enterocyte (Mid Villus)	4
7193	2944.375	9028.4375	16	0.01518	3.601	1054	1	Enterocyte (Mid Villus)	4
7194	1997.58823529412	8649.03921568627	51	0.02029	1.501	2514	1	Stem + TA	2
7195	3012.33333333333	9037.02380952381	42	0.01671	2.122	2513	1	Enterocyte (Mid Villus)	4
7197	2995	8748.5	10	0.04	5.399	250	1	Enterocyte (Mid Villus)	4
7198	1748.29166666667	2045.91666666667	24	0.02113	2.063	1136	0.9462	Myenteric Plexus	3
7199	1798.35714285714	2211.92857142857	14	0.01358	7.861	1031	0.8561	Smooth Muscle	3
72	1821.39436619718	1117.64788732394	142	0.02585	1.571	5494	0.9769	Smooth Muscle	1
720	4214.95774647887	483.345070422535	142	0.0178	2.2	7976	0.9893	Enterocyte (Mid Villus)	4
7200	4737.15384615385	932.461538461538	13	0.01185	3.828	1097	0.9786	T (CD8+)	4
7201	4606.77777777778	1149.33333333333	18	0.01823	2.645	987.5	0.9984	Macrophage + DC	3
7202	2079.56	3802.56	25	0.009012	4.625	2774	0.8249	Stromal	3
7203	2385.90909090909	4141.72727272727	11	0.02588	5.376	425	1	Stem + TA	2
7205	3685.5625	5006.875	16	0.0144	2	1111	0.9607	Macrophage + DC	3
7206	3154.8	6511.33043478261	115	0.02006	1.062	5734	0.9999	Enterocyte (Bottom Villus)	4
7207	4180.23076923077	6684.96153846154	26	0.03086	3.178	842.5	1	Macrophage + DC	3
7208	4178.28947368421	6254.57894736842	38	0.01274	2.651	2982	0.9983	B (Plasma)	3
7209	2920.60606060606	1496.72727272727	33	0.005345	2.307	6174	0.8887	Paneth	2
721	1503	3149.81818181818	11	0.01329	13.27	827.5	0.9338	Smooth Muscle	1
7210	1937.78125	8556.0625	32	0.009538	1.491	3355	0.9536	Smooth Muscle	3
7211	1754.3125	1177.3125	16	0.01416	2.997	1130	0.866	Macrophage + DC	1
7212	4173.4375	1237.875	16	0.01623	2.538	986	0.9105	T (CD4+)	3
7213	5131.66666666667	1286.47619047619	21	0.007484	2.421	2806	0.9044	Stromal	3
7214	4345.1875	4918.484375	64	0.01733	1.481	3692	0.9958	Enterocyte (Mid Villus)	4
7215	4350.375	5265.875	56	0.01844	2.122	3037	1	T (CD4+)	3
7216	4597.95833333333	4943.27976190476	168	0.01889	2.182	8894	1	Enterocyte (Mid Villus)	4
7217	2677.7037037037	1363.07407407407	27	0.02162	11.75	1249	0.9636	Stromal	2
7218	2987.79444444444	3097.29444444444	180	0.02139	3.649	8415	1	Stem + TA	2
7219	2406.52747252747	5916.21978021978	91	0.01068	2.307	8518	0.9869	Stem + TA	2
722	3230.75675675676	1497.64864864865	37	0.03058	1.977	1210	1	Stem + TA	2
7220	3028.375	8349.6875	16	0.01149	3.556	1392	0.9571	B (Plasma)	3
7221	1123.94230769231	6603.96153846154	52	0.01623	2.871	3204	0.9824	Stromal	3
7222	2174.06	5400.44	100	0.02002	5.177	4994	0.9862	Stem + TA	2
7224	2381.17647058824	2836.17647058824	17	0.02091	3.719	813	1	Telocyte	3
7226	3434.69230769231	3867.38461538462	13	0.01654	4.291	786	1	Stem + TA	2
7228	1094.61538461538	7397.15384615385	13	0.007629	6.121	1704	0.8613	Stromal	1
7229	4883.05714285714	6372.74285714286	70	0.007483	1.979	9354	0.9629	Macrophage + DC	4
723	1785.33944954128	2894.67889908257	109	0.009595	1.421	11360	0.8928	Smooth Muscle	1
7230	3836.08571428571	5392.65714285714	35	0.01802	3.377	1942	0.9976	B (Plasma)	3
7231	4350.33333333333	2721.30303030303	33	0.01651	3.563	1999	0.9284	Macrophage + DC	3
7232	4454	5351.82352941176	17	0.0336	2.993	506	1	Stromal	3
7234	766.857142857143	6897.42857142857	21	0.00689	1.732	3048	0.8212	Stromal	1
7235	4837.5	4235.33333333333	24	0.01926	2.233	1246	0.9999	Macrophage + DC	3
7236	2786.75555555556	6719.37777777778	45	0.0125	4.336	3600	0.9997	Pericyte	4
7237	2446.18181818182	4051.81818181818	11	0.01852	4.334	594	1	Paneth	2
7238	4656.05263157895	296.368421052632	19	0.0114	5.083	1666	1	Enterocyte (Mid Villus)	4
7239	3270.89473684211	2062	19	0.01453	4.29	1308	0.9028	B (Plasma)	2
724	2407.35483870968	2341.82258064516	124	0.01576	2.248	7866	0.9536	Stromal	3
7240	3019.23913043478	4248.97826086957	46	0.01594	9.402	2886	0.9994	Stem + TA	2
7242	4258.14285714286	5122.47619047619	21	0.01736	2.352	1210	0.9857	Stromal	3
7243	2528.23529411765	7870.76470588235	17	0.02178	13.2	780.5	0.9991	Enterocyte (Bottom Villus)	2
7244	3751.75634517767	6888.45177664975	197	0.02317	1.504	8501	1	Enterocyte (Mid Villus)	4
7245	5305.81034482759	1829.81034482759	58	0.01221	4.184	4750	0.9756	Enterocyte (Mid Villus)	4
7247	2470.175	7867.55	120	0.02321	2.346	5170	1	Stem + TA	2
7248	4313.91666666667	1361.5	12	0.02243	1.844	535	0.8493	Stromal	3
7249	3469.54676258993	241.856115107914	417	0.02582	2.457	16150	0.9948	Stem + TA	2
725	2729.55172413793	1977.55172413793	29	0.01666	10.19	1741	0.9751	Goblet	2
7250	2642.45925925926	5725.58518518518	135	0.01861	2.182	7255	0.9843	Stem + TA	1
7251	4021.13636363636	6315.63636363636	22	0.01933	4.539	1138	0.9673	T (CD4+)	3
7252	5178.17883211679	1846.28102189781	274	0.02414	1.745	11350	0.9996	Enterocyte (Mid Villus)	4
7253	3687.453125	830.78125	64	0.0124	8.691	5162	0.9979	Macrophage + DC	2
7254	3881.81818181818	1427.09090909091	11	0.01993	5.012	552	0.9998	Macrophage + DC	3
7256	1456.58333333333	4214.33333333333	12	0.01675	3.571	716.5	0.9045	Stromal	1
7257	3208.09090909091	3414.09090909091	11	0.03245	5.222	339	1	Stem + TA	2
7259	3560.41176470588	4315.47058823529	17	0.02901	1.997	586	1	Enterocyte (Mid Villus)	4
726	3266.01324503311	1354.51655629139	302	0.04139	1.466	7296	0.9997	Stem + TA	2
7260	4840.45454545455	4432.63636363636	22	0.03922	1.213	561	1	Macrophage + DC	3
7261	3341.44	8940.96	25	0.01812	3.277	1380	1	Enterocyte (Mid Villus)	4
7262	4219.1052631579	4791.8947368421	19	0.01399	2.913	1358	1	Enterocyte (Mid Villus)	4
7263	2547.60714285714	6830.21428571429	56	0.01701	2.982	3292	0.9998	Macrophage + DC	3
7264	3747.84782608696	8707.19565217391	46	0.01776	2.179	2590	0.9999	B (Plasma)	3
7265	2275.71428571429	8176.47619047619	21	0.01863	3.963	1127	1	Stem + TA	2
7266	3596.6404494382	5982.21348314607	89	0.02237	1.602	3978	0.9994	Enterocyte (Mid Villus)	4
7267	2780.92307692308	2032.48717948718	39	0.01401	4.561	2784	0.9458	Stem + TA	2
7268	4203.57894736842	853.052631578947	19	0.01686	1.841	1127	0.9939	Enterocyte (Bottom Villus)	4
7269	3186.33333333333	2044.5	12	0.01536	1.404	781	0.9827	Telocyte	2
727	3093.35135135135	1610.54054054054	37	0.02068	2.548	1789	0.9924	Goblet	2
7270	2712.94117647059	3849.17647058824	17	0.01032	7.344	1648	1	Stem + TA	2
7271	823.976744186047	6048.74418604651	43	0.03047	14.95	1411	0.9271	Telocyte	3
7273	2340.8679245283	7107.15094339623	53	0.01146	1.621	4626	0.9451	Pericyte	2
7274	4675.94285714286	5436.85714285714	35	0.008512	1.869	4112	0.8694	T (CD8+)	3
7275	1573.63636363636	9090.54545454545	11	0.01299	2.655	846.5	0.9899	Stem + TA	2
7276	2628.61904761905	8907.52380952381	42	0.01122	2.635	3744	0.9791	Enterocyte (Bottom Villus)	2
7277	1967.04545454545	7782.97727272727	44	0.02399	2.255	1834	1	Stem + TA	2
7278	3132.4	8191.9	10	0.02134	1.649	468.5	1	Enterocyte (Mid Villus)	4
728	3693.19776119403	957.343283582089	268	0.03057	2.698	8766	1	Stem + TA	3
7280	3036.77777777778	6085.22222222222	45	0.02269	2.131	1983	0.9695	Enterocyte (Bottom Villus)	2
7283	3298.76315789474	2136.36842105263	38	0.008937	1.425	4252	0.8584	Endothelial	3
7284	1242.16666666667	5432.41666666667	12	0.0184	1.194	652	1	Stromal	1
7286	1949.72727272727	6726.45454545455	11	0.02075	5.199	530	0.8689	Telocyte	3
7288	4950.96153846154	4330.11538461538	26	0.02211	5.346	1176	0.9755	Macrophage + DC	3
7289	3094.80487804878	6601.51219512195	41	0.01936	2.217	2118	1	Goblet	4
729	1338.70588235294	3360.11764705882	17	0.02346	2.375	724.5	0.995	Smooth Muscle	1
7290	1663.11111111111	9139.05555555555	18	0.0145	1.873	1241	0.9248	Paneth	2
7291	4311.0303030303	7533.39393939394	33	0.01042	2.081	3167	0.9116	T (CD4+)	3
7292	1348.33333333333	9249.0303030303	33	0.0196	2.696	1684	0.9886	Stromal	3
7293	3415.71875	797.71875	32	0.02332	1.919	1372	0.9999	Stem + TA	2
7294	4873.47540983607	5104.59016393443	61	0.009056	1.747	6736	1	Enterocyte (Mid Villus)	4
7295	3566.58196721311	334.819672131148	122	0.01121	1.604	10880	0.9726	Stem + TA	2
7296	4104.68292682927	6927.73170731707	82	0.03165	7.872	2591	1	Enterocyte (Mid Villus)	4
7298	3359.34042553192	1972.65957446809	94	0.01254	1.755	7496	0.981	Stem + TA	2
7299	2884.61111111111	4936.5	18	0.02376	12.84	757.5	0.9996	Stromal	2
73	2073.22972972973	919.013513513514	74	0.01632	2.311	4535	0.9562	Smooth Muscle	1
730	1886.64912280702	2858.61403508772	57	0.009848	2.87	5788	0.9456	Smooth Muscle	1
7300	1951.33108108108	5640.23648648649	148	0.01657	1.397	8931	0.9381	Paneth	3
7301	3731.07692307692	1690.46153846154	13	0.01571	7.624	827.5	0.9839	Enterocyte (Bottom Villus)	2
7302	1707.41666666667	1850.25	24	0.01523	1.611	1576	0.9707	Stromal	1
7303	3231.09756097561	2103.87804878049	41	0.01334	1.433	3074	0.9977	Stromal	3
7304	2911.74712643678	8599.31034482759	87	0.01489	1.29	5842	0.9998	Pericyte	3
7307	2046.44444444444	8499.5	18	0.02126	7.263	846.5	0.969	B (Plasma)	2
7309	3317.72727272727	2512.63636363636	11	0.02095	41.34	525	0.9997	Stromal	2
731	4329.9710982659	328.023121387283	173	0.01801	1.739	9604	0.9764	Enterocyte (Mid Villus)	4
7310	3105	4575.46153846154	13	0.01296	3.097	1003	0.7519	B (Plasma)	3
7311	1115.77272727273	6711.18181818182	22	0.01022	2.404	2152	0.8454	Myenteric Plexus	3
7312	3787	4781.5	18	0.01513	4.05	1190	1	Enterocyte (Mid Villus)	4
7313	4874.79617834395	4047.09554140127	157	0.01906	1.943	8238	0.9998	Macrophage + DC	3
7314	4179.46153846154	5364.46153846154	13	0.02421	2.473	537	0.9946	Stromal	3
7315	2691.5	8429.3125	16	0.01125	15.4	1422	1	T (CD8+)	2
7317	4678.70833333333	2518.5	24	0.01517	2.691	1582	0.9982	T (CD8+)	4
7318	3074.9298245614	3653.52631578947	57	0.009443	4.091	6036	0.9991	Stem + TA	2
7319	4179.33333333333	869.575757575758	33	0.022	3.01	1500	1	Goblet	4
732	2275.23333333333	2454.53333333333	30	0.01356	1.916	2213	0.9555	Macrophage + DC	3
7320	3715	4728.64285714286	28	0.02834	1.689	988	1	Enterocyte (Mid Villus)	4
7322	3550.26900584795	7119.7485380117	171	0.05645	3.533	3029	1	Tuft	4
7323	3827.76923076923	309.153846153846	13	0.01101	2.092	1181	1	Enterocyte (Bottom Villus)	2
7324	4727.83333333333	3854.79166666667	24	0.02532	1.908	948	1	Enterocyte (Mid Villus)	4
7326	1390.78571428571	2601.64285714286	14	0.02509	8.947	558	0.9956	Telocyte	1
7328	4147.81818181818	1960.81818181818	11	0.006782	2.384	1622	0.9988	Enterocyte (Mid Villus)	4
7329	2753.42424242424	3884.57575757576	33	0.01551	6.549	2128	1	Stem + TA	2
733	3881.15757575758	858.278787878788	165	0.01678	1.366	9833	1	Enterocyte (Bottom Villus)	2
7330	2106.36363636364	5231.92207792208	77	0.01197	1.315	6434	0.8879	Paneth	2
7331	3304.16666666667	5680.01351351351	222	0.01785	1.648	12440	0.9975	Enterocyte (Mid Villus)	4
7332	3987.53333333333	5127.93333333333	15	0.01602	7.469	936.5	0.9999	Macrophage + DC	3
7333	4518.53672316384	4569.58757062147	177	0.02152	1.64	8224	0.9973	Pericyte	4
7335	4242.04761904762	5394.95238095238	21	0.02232	13.35	941	1	Macrophage + DC	3
7336	1747.45454545455	8000	11	0.01149	9.195	957	0.781	Stem + TA	2
7337	1789.13333333333	9208.93333333333	15	0.01233	5.067	1217	0.9996	Stem + TA	2
7338	3333.54545454545	9340.90909090909	11	0.01811	5.983	607.5	1	Enterocyte (Mid Villus)	4
7339	3193.57534246575	3547.6301369863	73	0.01806	3.212	4043	0.9998	Stem + TA	2
734	3358.91776315789	1328.88815789474	304	0.03863	1.21	7869	0.9967	Goblet	2
7340	3121.34615384615	4974	26	0.006643	5.54	3914	0.9482	Endothelial	2
7341	2682.1875	8940.078125	64	0.008407	2.592	7613	0.9636	Enterocyte (Bottom Villus)	4
7342	5115.49090909091	5320.78181818182	55	0.01313	2.79	4188	0.9546	T (CD8+)	4
7344	3978.20289855072	3349.95652173913	69	0.03412	1.946	2022	1	Enterocyte (Mid Villus)	4
7345	2116.54545454545	5675.27272727273	22	0.00873	1.849	2520	0.9118	Paneth	2
7346	2396.74576271186	5780.28813559322	59	0.01476	3.108	3996	0.9998	Stem + TA	2
7347	4160.23076923077	4320.02564102564	39	0.02086	1.916	1870	0.9837	Macrophage + DC	4
7348	4147.5625	4615.375	32	0.01097	2.521	2918	1	Enterocyte (Mid Villus)	4
7349	3411.73913043478	5824.32608695652	46	0.02484	1.958	1852	1	Enterocyte (Mid Villus)	4
735	4282.45161290323	234.016129032258	62	0.01454	1.635	4264	0.9921	Enterocyte (Mid Villus)	4
7350	1990.39869281046	7582.96732026144	153	0.02157	1.327	7092	0.9917	Stem + TA	2
7351	2521.32110091743	8202.02752293578	109	0.01717	3.264	6350	0.9989	Goblet	2
